"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","DAEV","DAEV_ATTRIBUTES","DAPR","DAPR_ATTRIBUTES","DAWM","DAWM_ATTRIBUTES","EVAP","EVAP_ATTRIBUTES","MDEV","MDEV_ATTRIBUTES","MDPR","MDPR_ATTRIBUTES","MDWM","MDWM_ATTRIBUTES","MNPN","MNPN_ATTRIBUTES","MXPN","MXPN_ATTRIBUTES","TOBS","TOBS_ATTRIBUTES","WDMV","WDMV_ATTRIBUTES","WT01","WT01_ATTRIBUTES"
"USC00044534","1970-11-04","36.0067","-119.96","73.2","KETTLEMAN CITY, CA US","    0","T,,0,0800","    0",",,0","    0",",,0","  261",",,0","   50",",,0",,,,,,,"   38",",,0,0800",,,,,,,"  111",",,0","  206",",,0","  167",",,0,0800","  116",",,0",,
"USC00044534","1970-11-05","36.0067","-119.96","73.2","KETTLEMAN CITY, CA US","   13",",,0,0800","    0",",,0","    0",",,0","  261",",,0","  128",",,0",,,,,,,"   46",",,0,0800",,,,,,,"  133",",,0","  161",",,0","  133",",,0,0800","   32",",,0",,
"USC00044534","1970-11-06","36.0067","-119.96","73.2","KETTLEMAN CITY, CA US","    0","T,,0,0800","    0",",,0","    0",",,0","  244",",,0","  117",",,0",,,,,,,"   18",",,0,0800",,,,,,,"  139",",,0","  194",",,0","  178",",,0,0800","   35",",,0",,
"USC00044534","1970-11-07","36.0067","-119.96","73.2","KETTLEMAN CITY, CA US","   23",",,0,0800","    0",",,0","    0",",,0","  217",",,0","   89",",,0",,,,,,,"   51",",,0,0800",,,,,,,"  122",",,0","  217",",,0","  128",",,0,0800","   77",",,0",,
"USC00044534","1970-11-08","36.0067","-119.96","73.2","KETTLEMAN CITY, CA US","    0",",,0,0800","    0",",,0","    0",",,0","  222",",,0","   56",",,0",,,,,,,"   13",",,0,0800",,,,,,,"   94",",,0","  217",",,0","  133",",,0,0800","   14",",,0",,
"USC00044534","1970-11-09","36.0067","-119.96","73.2","KETTLEMAN CITY, CA US","    0",",,0,0800","    0",",,0","    0",",,0","  217",",,0","   67",",,0",,,,,,,"   25",",,0,0800",,,,,,,"  100",",,0","  222",",,0","  117",",,0,0800","   16",",,0",,
"USC00044534","1970-11-10","36.0067","-119.96","73.2","KETTLEMAN CITY, CA US","    0",",,0,0800","    0",",,0","    0",",,0","  222",",,0","   83",",,0",,,,,,,"   23",",,0,0800",,,,,,,"  111",",,0","  211",",,0","  117",",,0,0800","   11",",,0",,
"USC00044534","1970-11-11","36.0067","-119.96","73.2","KETTLEMAN CITY, CA US","    0",",,0,0800","    0",",,0","    0",",,0","  228",",,0","   67",",,0",,,,,,,"   13",",,0,0800",,,,,,,"  117",",,0","  211",",,0","  106",",,0,0800","   13",",,0",,
"USC00044534","1970-11-12","36.0067","-119.96","73.2","KETTLEMAN CITY, CA US","    0",",,0,0800","    0",",,0","    0",",,0","  183",",,0","    6",",,0",,,,,,,"   18",",,0,0800",,,,,,,"  106",",,0","  183",",,0","   89",",,0,0800","   24",",,0",,
"USC00044534","1970-11-13","36.0067","-119.96","73.2","KETTLEMAN CITY, CA US","    0",",,0,0800","    0",",,0","    0",",,0","  222",",,0","   17",",,0",,,,,,,"   38",",,0,0800",,,,,,,"   67",",,0","  194",",,0","   44",",,0,0800","   97",",,0",,
"USC00044534","1970-11-14","36.0067","-119.96","73.2","KETTLEMAN CITY, CA US","    0",",,0,0800","    0",",,0","    0",",,0","  194",",,0","    0",",,0",,,,,,,"   38",",,0,0800",,,,,,,"   72",",,0","  183",",,0","   33",",,0,0800","   24",",,0",,
"USC00044534","1970-11-15","36.0067","-119.96","73.2","KETTLEMAN CITY, CA US","    0",",,0,0800","    0",",,0","    0",",,0","  233",",,0","   28",",,0",,,,,,,"   28",",,0,0800",,,,,,,"   72",",,0","  189",",,0","  106",",,0,0800","   24",",,0",,
"USC00044534","1970-11-16","36.0067","-119.96","73.2","KETTLEMAN CITY, CA US","    0",",,0,0800","    0",",,0","    0",",,0","  250",",,0","   28",",,0",,,,,,,"   38",",,0,0800",,,,,,,"   61",",,0","  189",",,0","   94",",,0,0800","   29",",,0",,
"USC00044534","1970-11-17","36.0067","-119.96","73.2","KETTLEMAN CITY, CA US","    0",",,0,0800","    0",",,0","    0",",,0","  217",",,0","   33",",,0",,,,,,,"   38",",,0,0800",,,,,,,"   67",",,0","  183",",,0","  100",",,0,0800","   21",",,0",,
"USC00044534","1970-11-18","36.0067","-119.96","73.2","KETTLEMAN CITY, CA US","    0",",,0,0800","    0",",,0","    0",",,0","  211",",,0","   44",",,0",,,,,,,"   36",",,0,0800",,,,,,,"   61",",,0","  178",",,0","   83",",,0,0800","   11",",,0",,
"USC00044534","1970-11-19","36.0067","-119.96","73.2","KETTLEMAN CITY, CA US","    0",",,0,0800","    0",",,0","    0",",,0","  206",",,0","   33",",,0",,,,,,,"   58",",,0,0800",,,,,,,"   72",",,0","  217",",,0","  100",",,0,0800","   37",",,0",,
"USC00044534","1970-11-20","36.0067","-119.96","73.2","KETTLEMAN CITY, CA US","    0",",,0,0800","    0",",,0","    0",",,0","  194",",,0","   17",",,0",,,,,,,"   23",",,0,0800",,,,,,,"   67",",,0","  183",",,0","   78",",,0,0800","   19",",,0",,
"USC00044534","1970-11-21","36.0067","-119.96","73.2","KETTLEMAN CITY, CA US","    0",",,0,0800","    0",",,0","    0",",,0","  200",",,0","   11",",,0",,,,,,,"   23",",,0,0800",,,,,,,"   72",",,0","  178",",,0","   61",",,0,0800","   10",",,0",,
"USC00044534","1970-11-22","36.0067","-119.96","73.2","KETTLEMAN CITY, CA US","    0",",,0,0800","    0",",,0","    0",",,0","  206",",,0","   11",",,0",,,,,,,"   18",",,0,0800",,,,,,,"   67",",,0","  172",",,0","  111",",,0,0800","   10",",,0",,
"USC00044534","1970-11-23","36.0067","-119.96","73.2","KETTLEMAN CITY, CA US","    0",",,0,0800","    0",",,0","    0",",,0","  206",",,0","   33",",,0",,,,,,,"   15",",,0,0800",,,,,,,"   72",",,0","  178",",,0","   67",",,0,0800","   13",",,0",,
"USC00044534","1970-11-24","36.0067","-119.96","73.2","KETTLEMAN CITY, CA US","    0",",,0,0800","    0",",,0","    0",",,0","  167",",,0","   11",",,0",,,,,,,"   18",",,0,0800",,,,,,,"   72",",,0","  178",",,0","   50",",,0,0800","   11",",,0",,
"USC00044534","1970-11-25","36.0067","-119.96","73.2","KETTLEMAN CITY, CA US","    0",",,0,0800","    0",",,0","    0",",,0","  172",",,0","   50",",,0",,,,,,,"   15",",,0,0800",,,,,,,"   72",",,0","  161",",,0","  139",",,0,0800","   18",",,0",,
"USC00044534","1970-11-26","36.0067","-119.96","73.2","KETTLEMAN CITY, CA US","  147",",,0,0800","    0",",,0","    0",",,0","  161",",,0","   78",",,0",,,,,,,"    5",",,0,0800",,,,,,,"   94",",,0","  128",",,0","  111",",,0,0800","   66",",,0",,
"USC00044534","1970-11-27","36.0067","-119.96","73.2","KETTLEMAN CITY, CA US","    0",",,0,0800","    0",",,0","    0",",,0","  167",",,0","    6",",,0",,,,,,,"   18",",,0,0800",,,,,,,"   44",",,0","  161",",,0","   67",",,0,0800","   29",",,0",,
"USC00044534","1970-11-28","36.0067","-119.96","73.2","KETTLEMAN CITY, CA US","    0",",,0,0800","    0",",,0","    0",",,0","  167",",,0","    6",",,0",,,,,,,"   23",",,0,0800",,,,,,,"   56",",,0","  156",",,0","  111",",,0,0800","   72",",,0",,
"USC00044534","1970-11-29","36.0067","-119.96","73.2","KETTLEMAN CITY, CA US","  107",",,0,0800","    0",",,0","    0",",,0","  206",",,0","    6",",,0",,,,,,,,,,,,,,,"   83",",,0","  150",",,0","  117",",,0,0800","  203",",,0",,
"USC00044534","1970-11-30","36.0067","-119.96","73.2","KETTLEMAN CITY, CA US","  137",",,0,0800","    0",",,0","    0",",,0","  167",",,0","   56",",,0","    2",",,0",,,,,,,"   25",",,0",,,,,"   67",",,0","  117",",,0","   89",",,0,0800","   58",",,0",,
"USC00044534","1970-12-01","36.0067","-119.96","73.2","KETTLEMAN CITY, CA US","    5",",,0,0800","    0",",,0","    0",",,0","  167",",,0","   89",",,0",,,,,,,"    5",",,0,0800",,,,,,,"   67",",,0","  144",",,0","  122",",,0,0800","   47",",,0",,
"USC00044534","1970-12-02","36.0067","-119.96","73.2","KETTLEMAN CITY, CA US","   18",",,0,0800","    0",",,0","    0",",,0","  161",",,0","   22",",,0",,,,,,,"   36",",,0,0800",,,,,,,"   94",",,0","  139",",,0","  128",",,0,0800","   71",",,0",,
"USC00044534","1970-12-03","36.0067","-119.96","73.2","KETTLEMAN CITY, CA US","    0",",,0,0800","    0",",,0","    0",",,0","  167",",,0","   11",",,0",,,,,,,"   36",",,0,0800",,,,,,,"   44",",,0","  167",",,0","   56",",,0,0800","   47",",,0",,
"USC00044534","1970-12-04","36.0067","-119.96","73.2","KETTLEMAN CITY, CA US","    0",",,0,0800","    0",",,0","    0",",,0","  144",",,0","   11",",,0",,,,,,,"   10",",,0,0800",,,,,,,"   50",",,0","  150",",,0","   78",",,0,0800","   19",",,0",,
"USC00044534","1970-12-05","36.0067","-119.96","73.2","KETTLEMAN CITY, CA US","    0",",,0,0800","    0",",,0","    0",",,0","  178",",,0","   11",",,0",,,,,,,"   10",",,0,0800",,,,,,,"   56",",,0","  156",",,0","   67",",,0,0800","    8",",,0",,
"USC00044534","1970-12-06","36.0067","-119.96","73.2","KETTLEMAN CITY, CA US","    0",",,0,0800","    0",",,0","    0",",,0","  172",",,0","   11",",,0",,,,,,,"   15",",,0,0800",,,,,,,"   67",",,0","  167",",,0","   89",",,0,0800","   13",",,0",,
"USC00044534","1970-12-07","36.0067","-119.96","73.2","KETTLEMAN CITY, CA US","    0",",,0,0800","    0",",,0","    0",",,0","  156",",,0","   78",",,0",,,,,,,"    3",",,0,0800",,,,,,,"   89",",,0","  161",",,0","  100",",,0,0800","    8",",,0",,
"USC00044534","1970-12-08","36.0067","-119.96","73.2","KETTLEMAN CITY, CA US","    0",",,0,0800","    0",",,0","    0",",,0","  200",",,0","   67",",,0",,,,,,,"   13",",,0,0800",,,,,,,"   89",",,0","  172",",,0","   72",",,0,0800","   21",",,0",,
"USC00044534","1970-12-09","36.0067","-119.96","73.2","KETTLEMAN CITY, CA US","    0","T,,0,0800","    0",",,0","    0",",,0","  211",",,0","   67",",,0",,,,,,,"    8",",,0,0800",,,,,,,"   89",",,0","  167",",,0","   89",",,0,0800","   39",",,0",,
"USC00044534","1970-12-10","36.0067","-119.96","73.2","KETTLEMAN CITY, CA US","    0",",,0,0800","    0",",,0","    0",",,0","  156",",,0","   11",",,0",,,,,,,"   20",",,0,0800",,,,,,,"   56",",,0","  172",",,0","   61",",,0,0800","   34",",,0",,
"USC00044534","1970-12-11","36.0067","-119.96","73.2","KETTLEMAN CITY, CA US","    0",",,0,0800","    0",",,0","    0",",,0","  156",",,0","   11",",,0",,,,,,,"    8",",,0,0800",,,,,,,"   61",",,0","  144",",,0","   72",",,0,0800","   29",",,0",,
"USC00044534","1970-12-12","36.0067","-119.96","73.2","KETTLEMAN CITY, CA US","    0",",,0,0800","    0",",,0","    0",",,0","  106",",,0","   17",",,0",,,,,,,"    5",",,0,0800",,,,,,,"   72",",,0","  106",",,0","   67",",,0,0800","   13",",,0",,
"USC00044534","1970-12-13","36.0067","-119.96","73.2","KETTLEMAN CITY, CA US","    0",",,0,0800","    0",",,0","    0",",,0","  117",",,0","   17",",,0",,,,,,,"   10",",,0,0800",,,,,,,"   61",",,0","  122",",,0","   50",",,0,0800","   18",",,0",,
"USC00044534","1970-12-14","36.0067","-119.96","73.2","KETTLEMAN CITY, CA US","   28",",,0,0800","    0",",,0","    0",",,0","  111",",,0","   44",",,0",,,,,,,"   28",",,0,0800",,,,,,,"   17",",,0","  133",",,0",,,"   39",",,0",,
"USC00044534","1970-12-15","36.0067","-119.96","73.2","KETTLEMAN CITY, CA US","    5",",,0,0800","    0",",,0","    0",",,0","  133",",,0","   17",",,0",,,,,,,"   25",",,0,0800",,,,,,,"   11",",,0","  111",",,0","   50",",,0,0800","   10",",,0",,
"USC00044534","1970-12-16","36.0067","-119.96","73.2","KETTLEMAN CITY, CA US","   18",",,0,0800","    0",",,0","    0",",,0",,,"   44",",,0",,,,,,,"    5",",,0,0800",,,,,,,"   39",",,0","  133",",,0","   94",",,0,0800","   48",",,0",,
"USC00044534","1970-12-17","36.0067","-119.96","73.2","KETTLEMAN CITY, CA US","   13",",,0,0800","    0",",,0","    0",",,0",,,"   44",",,0",,,,,,,"   13",",,0,0800",,,,,,,"   67",",,0","  144",",,0","   78",",,0,0800","   51",",,0",,
"USC00044534","1970-12-18","36.0067","-119.96","73.2","KETTLEMAN CITY, CA US","   15",",,0,0800","    0",",,0","    0",",,0",,,"   22",",,0",,,,,,,"   15",",,0,0800",,,,,,,"   44",",,0","  144",",,0","   44",",,0,0800","   40",",,0",,
"USC00044534","1970-12-19","36.0067","-119.96","73.2","KETTLEMAN CITY, CA US","  102",",,0,0800","    0",",,0","    0",",,0",,,"   39",",,0",,,,,,,"   13",",,0,0800",,,,,,,"   44",",,0","  139",",,0","   61",",,0,0800","   32",",,0",,
"USC00044534","1970-12-20","36.0067","-119.96","73.2","KETTLEMAN CITY, CA US","    0",",,0,0800","    0",",,0","    0",",,0",,,"   17",",,0",,,,,,,"   13",",,0,0800",,,,,,,"   44",",,0","  111",",,0","   56",",,0,0800","   45",",,0",,
"USC00044534","1970-12-21","36.0067","-119.96","73.2","KETTLEMAN CITY, CA US","  104",",,0,0800","    0",",,0","    0",",,0",,,"   56",",,0",,,,,,,"    3",",,0,0800",,,,,,,"   44",",,0","   83",",,0","   67",",,0,0800","   90",",,0",,
"USC00044534","1970-12-22","36.0067","-119.96","73.2","KETTLEMAN CITY, CA US","   56",",,0,0800","    0",",,0","    0",",,0",,,"   22",",,0",,,,,,,"   23",",,0,0800",,,,,,,"   56",",,0","  128",",,0","   56",",,0,0800","   29",",,0",,
"USC00044534","1970-12-23","36.0067","-119.96","73.2","KETTLEMAN CITY, CA US","    0",",,0,0800","    0",",,0","    0",",,0",,,"   28",",,0",,,,,,,"   13",",,0,0800",,,,,,,"   50",",,0","  106",",,0","   56",",,0,0800","   21",",,0",,
"USC00044534","1970-12-24","36.0067","-119.96","73.2","KETTLEMAN CITY, CA US","    0",",,0,0800","    0",",,0","    0",",,0",,,"   22",",,0",,,,,,,,,,,,,,,"   50",",,0","  111",",,0","   39",",,0,0800","   21",",,0",,
"USC00044534","1970-12-25","36.0067","-119.96","73.2","KETTLEMAN CITY, CA US","    0",",,0,0800","    0",",,0","    0",",,0",,,"   22",",,0",,,,,,,,,,,,,,,"   44",",,0","   94",",,0","   44",",,0,0800","   42",",,0",,
"USC00044534","1970-12-26","36.0067","-119.96","73.2","KETTLEMAN CITY, CA US","    0",",,0,0800","    0",",,0","    0",",,0",,,"   22",",,0",,,,,,,,,,,,,,,"   44",",,0","  111",",,0","   44",",,0,0800","   60",",,0",,
"USC00044534","1970-12-27","36.0067","-119.96","73.2","KETTLEMAN CITY, CA US","   46",",,0,0800","    0",",,0","    0",",,0",,,"   28",",,0","    4",",,0",,,,,,,"   25",",,0",,,,,"   56",",,0","  111",",,0","  106",",,0,0800","   66",",,0",,
"USC00044534","1970-12-28","36.0067","-119.96","73.2","KETTLEMAN CITY, CA US","   13",",,0,0800","    0",",,0","    0",",,0",,,"   11",",,0",,,,,,,"   13",",,0,0800",,,,,,,"   33",",,0","  128",",,0","   39",",,0,0800","   61",",,0",,
"USC00044534","1970-12-29","36.0067","-119.96","73.2","KETTLEMAN CITY, CA US","    0","T,,0,0800","    0",",,0","    0",",,0",,,"    6",",,0",,,,,,,"   18",",,0,0800",,,,,,,"   39",",,0","  133",",,0","   28",",,0,0800","   21",",,0",,
"USC00044534","1970-12-30","36.0067","-119.96","73.2","KETTLEMAN CITY, CA US","    0",",,0,0800","    0",",,0","    0",",,0",,,"   28",",,0",,,,,,,"   10",",,0,0800",,,,,,,"   44",",,0","   72",",,0","   89",",,0,0800","   26",",,0",,
"USC00044534","1970-12-31","36.0067","-119.96","73.2","KETTLEMAN CITY, CA US","    0",",,0,0800","    0",",,0","    0",",,0",,,"   11",",,0",,,,,,,"    0",",,0,0800",,,,,,,"   50",",,0","  128",",,0","   33",",,0,0800","   24",",,0",,
"USC00044534","1971-01-01","36.0067","-119.96","73.2","KETTLEMAN CITY, CA US","    0",",,0,0800","    0",",,0","    0",",,0",,,"   11",",,0",,,,,,,"   10",",,0,0800",,,,,,,"   56",",,0","  106",",,0","   72",",,0,0800","   21",",,0",,
"USC00044534","1971-01-02","36.0067","-119.96","73.2","KETTLEMAN CITY, CA US","   38",",,0,0800","    0",",,0","    0",",,0",,,"   50",",,0",,,,,,,"   18",",,0,0800",,,,,,,"   56",",,0","  133",",,0","   56",",,0,0800","   85",",,0",,
"USC00044534","1971-01-03","36.0067","-119.96","73.2","KETTLEMAN CITY, CA US","    0",",,0,0800","    0",",,0","    0",",,0","  111",",,0","  -17",",,0",,,,,,,"   20",",,0,0800",,,,,,,"   17",",,0","  111",",,0","   11",",,0,0800","  187",",,0",,
"USC00044534","1971-01-04","36.0067","-119.96","73.2","KETTLEMAN CITY, CA US","    0",",,0,0800","    0",",,0","    0",",,0","   72",",,0","  -44",",,0",,,,,,,"   18",",,0,0800",,,,,,,"   11",",,0","   83",",,0","   11",",,0,0800","   72",",,0",,
"USC00044534","1971-01-05","36.0067","-119.96","73.2","KETTLEMAN CITY, CA US","    0",",,0,0800","    0",",,0","    0",",,0","   78",",,0","  -56",",,0",,,,,,,"   10",",,0,0800",,,,,,,"   11",",,0","   94",",,0","    0",",,0,0800","   21",",,0",,
"USC00044534","1971-01-06","36.0067","-119.96","73.2","KETTLEMAN CITY, CA US","    0",",,0,0800","    0",",,0","    0",",,0","   72",",,0","  -44",",,0",,,,,,,"   10",",,0,0800",,,,,,,"   11",",,0","   78",",,0","  -11",",,0,0800","   11",",,0",,
"USC00044534","1971-01-07","36.0067","-119.96","73.2","KETTLEMAN CITY, CA US","    0",",,0,0800","    0",",,0","    0",",,0","   89",",,0","  -44",",,0",,,,,,,"   18",",,0,0800",,,,,,,"   11",",,0","   94",",,0","  -11",",,0,0800","   16",",,0",,
"USC00044534","1971-01-08","36.0067","-119.96","73.2","KETTLEMAN CITY, CA US","    0",",,0,0800","    0",",,0","    0",",,0","  106",",,0","  -28",",,0",,,,,,,"   13",",,0,0800",,,,,,,"  -17",",X,0","  100",",,0","    0",",,0,0800","   27",",,0",,
"USC00044534","1971-01-09","36.0067","-119.96","73.2","KETTLEMAN CITY, CA US","    0",",,0,0800","    0",",,0","    0",",,0","  106",",,0","  -11",",,0",,,,,,,"    8",",,0,0800",,,,,,,"   -6",",X,0","   67",",,0","   44",",,0,0800","   18",",,0",,
"USC00044534","1971-01-10","36.0067","-119.96","73.2","KETTLEMAN CITY, CA US","    0",",,0,0800","    0",",,0","    0",",,0","  122",",,0","  -11",",,0",,,,,,,"   10",",,0,0800",,,,,,,"   28",",,0","  117",",,0","   28",",,0,0800",,,,
"USC00044534","1971-01-11","36.0067","-119.96","73.2","KETTLEMAN CITY, CA US","    0",",,0,0800","    0",",,0","    0",",,0","  139",",,0","    0",",,0",,,,,,,"    8",",,0,0800",,,,,,,"   17",",,0","  178",",,0",,,,,,
"USC00044534","1971-01-12","36.0067","-119.96","73.2","KETTLEMAN CITY, CA US","   18",",,0,0800","    0",",,0","    0",",,0","  150",",,0","    0",",,0",,,,,"    3",",,0","   23",",,0,0800",,,,,"  192",",,0","  -11",",X,0","  183",",,0","   94",",,0,0800",,,,
"USC00044534","1971-01-13","36.0067","-119.96","73.2","KETTLEMAN CITY, CA US","   28",",,0,0800","    0",",,0","    0",",,0","  150",",,0","   50",",,0",,,,,,,"   18",",,0,0800",,,,,,,"   61",",,0","  178",",,0","   94",",,0,0800","  108",",,0",,
"USC00044534","1971-01-14","36.0067","-119.96","73.2","KETTLEMAN CITY, CA US","    0","T,,0,0800","    0",",,0","    0",",,0","  150",",,0","   28",",,0",,,,,,,"    0",",,0,0800",,,,,,,"   56",",,0","  128",",,0","   61",",,0,0800","   58",",,0",,
"USC00044534","1971-01-15","36.0067","-119.96","73.2","KETTLEMAN CITY, CA US","    0",",,0,0800","    0",",,0","    0",",,0","  161",",,0","    6",",,0",,,,,,,"   20",",,0,0800",,,,,,,"   44",",,0","  156",",,0","   33",",,0,0800","   53",",,0",,
"USC00044534","1971-01-16","36.0067","-119.96","73.2","KETTLEMAN CITY, CA US","    0",",,0,0800","    0",",,0","    0",",,0","  144",",,0","  -11",",,0",,,,,,,"   15",",,0,0800",,,,,,,"   33",",,0","  128",",,0","   11",",,0,0800","   37",",,0",,
"USC00044534","1971-01-17","36.0067","-119.96","73.2","KETTLEMAN CITY, CA US","    0",",,0,0800","    0",",,0","    0",",,0","  150",",,0","    6",",,0",,,,,,,"    8",",,0,0800",,,,,,,"   33",",,0","  144",",,0","   61",",,0,0800","   23",",,0",,
"USC00044534","1971-01-18","36.0067","-119.96","73.2","KETTLEMAN CITY, CA US","    0",",,0,0800","    0",",,0","    0",",,0","  183",",,0","  -28",",,0",,,,,,,"   10",",,0,0800",,,,,,,"   67",",,0","  228",",,0","  122",",,0,0800","   16",",,0",,
"USC00044534","1971-01-19","36.0067","-119.96","73.2","KETTLEMAN CITY, CA US","    0",",,0,0800","    0",",,0","    0",",,0","  189",",,0","    6",",,0",,,,,,,"   13",",,0,0800",,,,,,,"   61",",,0","  228",",,0","  122",",,0,0800","   24",",,0",,
"USC00044534","1971-01-20","36.0067","-119.96","73.2","KETTLEMAN CITY, CA US","    0",",,0,0800","    0",",,0","    0",",,0","  189",",,0","  111",",,0",,,,,,,"   10",",,0,0800",,,,,,,"  122",",,0","  144",",,0","  117",",,0,0800","   19",",,0",,
"USC00044534","1971-01-21","36.0067","-119.96","73.2","KETTLEMAN CITY, CA US","    0",",,0,0800","    0",",,0","    0",",,0","  128",",,0","   89",",,0",,,,,,,"    0",",,0,0800",,,,,,,"   44",",,0","  139",",,0","  106",",,0,0800","   37",",,0",,
"USC00044534","1971-01-22","36.0067","-119.96","73.2","KETTLEMAN CITY, CA US","    0",",,0,0800","    0",",,0","    0",",,0","  156",",,0","   50",",,0",,,,,,,"   23",",,0,0800",,,,,,,"   44",",,0","  167",",,0","   61",",,0,0800","   58",",,0",,
"USC00044534","1971-01-23","36.0067","-119.96","73.2","KETTLEMAN CITY, CA US","    0",",,0,0800","    0",",,0","    0",",,0","  144",",,0","   -6",",,0",,,,,,,"   28",",,0,0800",,,,,,,"   56",",,0","  156",",,0","   50",",,0,0800","   58",",,0",,
"USC00044534","1971-01-24","36.0067","-119.96","73.2","KETTLEMAN CITY, CA US","    0",",,0,0800","    0",",,0","    0",",,0","  150",",,0","    0",",,0",,,,,,,"   18",",,0,0800",,,,,,,"   33",",,0","  161",",,0","   33",",,0,0800","   24",",,0",,
"USC00044534","1971-01-25","36.0067","-119.96","73.2","KETTLEMAN CITY, CA US","    0",",,0,0800","    0",",,0","    0",",,0","  150",",,0","  -11",",,0",,,,,,,"   15",",,0,0800",,,,,,,"   33",",,0","  156",",,0","    6",",,0,0800","   18",",,0",,
"USC00044534","1971-01-26","36.0067","-119.96","73.2","KETTLEMAN CITY, CA US","    0",",,0,0800","    0",",,0","    0",",,0","  156",",,0","  -11",",,0",,,,,,,"   10",",,0,0800",,,,,,,"   33",",,0","  161",",,0","   11",",,0,0800","   27",",,0",,
"USC00044534","1971-01-27","36.0067","-119.96","73.2","KETTLEMAN CITY, CA US","    0",",,0,0800","    0",",,0","    0",",,0","  156",",,0","    6",",,0",,,,,,,"    8",",,0,0800",,,,,,,"  -17",",X,0","  183",",,0","   33",",,0,0800","   26",",,0",,
"USC00044534","1971-01-28","36.0067","-119.96","73.2","KETTLEMAN CITY, CA US","    0",",,0,0800","    0",",,0","    0",",,0","  156",",,0","   33",",,0",,,,,,,"    8",",,0,0800",,,,,,,"   50",",,0","  100",",,0","   44",",,0,0800","   31",",,0",,
"USC00044534","1971-01-29","36.0067","-119.96","73.2","KETTLEMAN CITY, CA US","    0",",,0,0800","    0",",,0","    0",",,0","   72",",,0","   39",",,0",,,,,,,"    0",",,0,0800",,,,,,,"   56",",,0","   83",",,0","   44",",,0,0800","   24",",,0",,
"USC00044534","1971-01-30","36.0067","-119.96","73.2","KETTLEMAN CITY, CA US","    0",",,0,0800","    0",",,0","    0",",,0","   72",",,0","   39",",,0",,,,,,,"   10",",,0,0800",,,,,,,"   56",",,0","   89",",,0","   44",",,0,0800","   35",",,0",,
"USC00044534","1971-01-31","36.0067","-119.96","73.2","KETTLEMAN CITY, CA US","    0",",,0,0800","    0",",,0","    0",",,0","   72",",,0","   33",",,0",,,,,,,"    0",",,0,0800",,,,,,,"  -17",",X,0","  150",",,0","   33",",,0,0800","   35",",,0",,
"USC00044534","1971-02-01","36.0067","-119.96","73.2","KETTLEMAN CITY, CA US","    0","T,,0,0800","    0",",,0","    0",",,0","   72",",,0","   33",",,0",,,,,,,"    3",",,0,0800",,,,,,,"  -11",",X,0","  133",",,0","   44",",,0,0800","   24",",,0",,
"USC00044534","1971-02-02","36.0067","-119.96","73.2","KETTLEMAN CITY, CA US","    0",",,0,0800","    0",",,0","    0",",,0","   72",",,0","   39",",,0",,,,,,,"    5",",,0,0800",,,,,,,"  -11",",X,0","  150",",,0","   44",",,0,0800","   27",",,0",,
"USC00044534","1971-02-03","36.0067","-119.96","73.2","KETTLEMAN CITY, CA US","    0",",,0,0800","    0",",,0","    0",",,0","   72",",,0","   17",",,0",,,,,,,"    5",",,0,0800",,,,,,,"   39",",,0","   72",",,0","   33",",,0,0800","   31",",,0",,
"USC00044534","1971-02-04","36.0067","-119.96","73.2","KETTLEMAN CITY, CA US","    0",",,0,0800","    0",",,0","    0",",,0","  122",",,0","  -17",",,0",,,,,,,"   10",",,0,0800",,,,,,,"   33",",,0","  150",",,0","   17",",,0,0800","   27",",,0",,
"USC00044534","1971-02-05","36.0067","-119.96","73.2","KETTLEMAN CITY, CA US","    0",",,0,0800","    0",",,0","    0",",,0","  144",",,0","    0",",,0",,,,,,,"   20",",,0,0800",,,,,,,"   33",",,0","  156",",,0","   56",",,0,0800","   21",",,0",,
"USC00044534","1971-02-06","36.0067","-119.96","73.2","KETTLEMAN CITY, CA US","    0",",,0,0800","    0",",,0","    0",",,0","  150",",,0","   17",",,0",,,,,,,"   25",",,0,0800",,,,,,,"   39",",,0","  161",",,0","   67",",,0,0800","   24",",,0",,
"USC00044534","1971-02-07","36.0067","-119.96","73.2","KETTLEMAN CITY, CA US","    0",",,0,0800","    0",",,0","    0",",,0","  128",",,0","   -6",",,0",,,,,,,"    5",",,0,0800",,,,,,,"  -22",",X,0","  172",",,0","   11",",,0,0800","   14",",,0",,
"USC00044534","1971-02-08","36.0067","-119.96","73.2","KETTLEMAN CITY, CA US","    0",",,0,0800","    0",",,0","    0",",,0","  144",",,0","   11",",,0",,,,,,,"   10",",,0,0800",,,,,,,"  -22",",X,0","  206",",,0","   39",",,0,0800","   16",",,0",,
"USC00044534","1971-02-09","36.0067","-119.96","73.2","KETTLEMAN CITY, CA US","    0",",,0,0800","    0",",,0","    0",",,0","  144",",,0","   17",",,0",,,,,,,"   15",",,0,0800",,,,,,,"  -11",",X,0","  217",",,0","   39",",,0,0800","   16",",,0",,
