"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","AWND","AWND_ATTRIBUTES","PGTM","PGTM_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WDFG","WDFG_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES","WSFG","WSFG_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT02","WT02_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT04","WT04_ATTRIBUTES","WT05","WT05_ATTRIBUTES","WT07","WT07_ATTRIBUTES","WT08","WT08_ATTRIBUTES","WT09","WT09_ATTRIBUTES","WT16","WT16_ATTRIBUTES","WT18","WT18_ATTRIBUTES"
"USW00023119","1968-09-12","33.9","-117.25","468.2","MARCH AFB, CA US","    0",",,X","    0",",,X","    0",",,X","  339",",,X","  139",",,X",,," 1606",",,X",,,,,"  300",",,X",,,,,"   77",",,X",,,,,,,,,,,,,"    1",",,X",,,,,,
"USW00023119","1968-09-13","33.9","-117.25","468.2","MARCH AFB, CA US","    0",",,X","    0",",,X","    0",",,X","  300",",,X","  144",",,X",,," 1618",",,X",,,,,"  300",",,X",,,,,"   82",",,X",,,,,,,,,,,,,"    1",",,X",,,,,,
"USW00023119","1968-09-14","33.9","-117.25","468.2","MARCH AFB, CA US","    0",",,X","    0",",,X","    0",",,X","  244",",,X","  156",",,X",,," 1330",",,X",,,,,"  330",",,X",,,,,"   82",",,X",,,,,,,,,,,,,"    1",",,X",,,,,,
"USW00023119","1968-09-15","33.9","-117.25","468.2","MARCH AFB, CA US","    0","T,,X","    0",",,X","    0",",,X","  222",",,X","  161",",,X",,," 1454",",,X",,,,,"  300",",,X",,,,,"   77",",,X",,,,,,,,,,,,,"    1",",,X",,,"    1",",,X",,
"USW00023119","1968-09-16","33.9","-117.25","468.2","MARCH AFB, CA US","    0",",,X","    0",",,X","    0",",,X","  300",",,X","  133",",,X",,," 1430",",,X",,,,,"  290",",,X",,,,,"   82",",,X","    1",",,X",,,,,,,,,,,"    1",",,X",,,,,,
"USW00023119","1968-09-17","33.9","-117.25","468.2","MARCH AFB, CA US","    0",",,X","    0",",,X","    0",",,X","  339",",,X","  122",",,X",,,,,,,,,,,,,,,,,"    1",",,X",,,,,,,,,,,"    1",",,X",,,,,,
"USW00023119","1968-09-18","33.9","-117.25","468.2","MARCH AFB, CA US","    0",",,X","    0",",,X","    0",",,X","  283",",,X","  117",",,X",,," 1500",",,X",,,,,"  320",",,X",,,,,"   82",",,X","    1",",,X",,,,,,,,,,,"    1",",,X",,,,,,
"USW00023119","1968-09-19","33.9","-117.25","468.2","MARCH AFB, CA US","    0",",,X","    0",",,X","    0",",,X","  233",",,X","  150",",,X",,," 1318",",,X",,,,,"  320",",,X",,,,,"   82",",,X",,,,,,,,,,,,,"    1",",,X",,,,,,
"USW00023119","1968-09-20","33.9","-117.25","468.2","MARCH AFB, CA US","    0",",,X","    0",",,X","    0",",,X","  217",",,X","  117",",,X",,," 1500",",,X",,,,,"  120",",,X",,,,,"   98",",,X",,,,,,,,,,,,,,,,,,,,
"USW00023119","1968-09-21","33.9","-117.25","468.2","MARCH AFB, CA US","    0",",,X","    0",",,X","    0",",,X","  244",",,X","  100",",,X",,," 1206",",,X",,,,,"  330",",,X",,,,,"   82",",,X",,,,,,,,,,,,,"    1",",,X",,,,,,
"USW00023119","1968-09-22","33.9","-117.25","468.2","MARCH AFB, CA US","    0",",,X","    0",",,X","    0",",,X","  300",",,X","   78",",,X",,," 1400",",,X",,,,,"  340",",,X",,,,,"  139",",,X",,,,,,,,,,,,,"    1",",,X",,,,,,
"USW00023119","1968-09-23","33.9","-117.25","468.2","MARCH AFB, CA US","    0",",,X","    0",",,X","    0",",,X","  322",",,X","   94",",,X",,," 1412",",,X",,,,,"   30",",,X",,,,,"   82",",,X",,,,,,,,,,,,,,,,,,,,
"USW00023119","1968-09-24","33.9","-117.25","468.2","MARCH AFB, CA US","    0",",,X","    0",",,X","    0",",,X","  361",",,X","   94",",,X",,," 1612",",,X",,,,,"  320",",,X",,,,,"   93",",,X",,,,,,,,,,,,,,,,,,,,
"USW00023119","1968-09-25","33.9","-117.25","468.2","MARCH AFB, CA US","    0",",,X","    0",",,X","    0",",,X","  372",",,X","  106",",,X",,," 1612",",,X",,,,,"  280",",,X",,,,,"   93",",,X",,,,,,,,,,,,,"    1",",,X",,,,,,
"USW00023119","1968-09-26","33.9","-117.25","468.2","MARCH AFB, CA US","    0",",,X","    0",",,X","    0",",,X","  372",",,X","  117",",,X",,," 1624",",,X",,,,,"  290",",,X",,,,,"  103",",,X",,,,,,,,,,,,,"    1",",,X",,,,,,
"USW00023119","1968-09-27","33.9","-117.25","468.2","MARCH AFB, CA US","    0",",,X","    0",",,X","    0",",,X","  333",",,X","  122",",,X",,," 1448",",,X",,,,,"  320",",,X",,,,,"  103",",,X",,,,,,,,,,,,,"    1",",,X",,,,,,
"USW00023119","1968-09-28","33.9","-117.25","468.2","MARCH AFB, CA US","    0",",,X","    0",",,X","    0",",,X","  256",",,X","  122",",,X",,," 1318",",,X",,,,,"  310",",,X",,,,,"   67",",,X","    1",",,X",,,,,,,,,,,"    1",",,X",,,,,,
"USW00023119","1968-09-29","33.9","-117.25","468.2","MARCH AFB, CA US","    0","T,,X","    0",",,X","    0",",,X","  233",",,X","  122",",,X",,," 1442",",,X",,,,,"  300",",,X",,,,,"   67",",,X",,,,,,,,,,,,,"    1",",,X",,,"    1",",,X",,
"USW00023119","1968-09-30","33.9","-117.25","468.2","MARCH AFB, CA US","    0","T,,X","    0",",,X","    0",",,X","  206",",,X","  106",",,X",,," 1712",",,X",,,,,"  320",",,X",,,,,"   87",",,X","    1",",,X",,,,,,,,,,,"    1",",,X",,,"    1",",,X",,
"USW00023119","1968-10-01","33.9","-117.25","468.2","MARCH AFB, CA US","    0",",,X","    0",",,X","    0",",,X","  194",",,X","  133",",,X",,," 1754",",,X",,,,,"  310",",,X",,,,,"   67",",,X",,,,,,,,,,,,,"    1",",,X",,,,,,
"USW00023119","1968-10-02","33.9","-117.25","468.2","MARCH AFB, CA US","    0","T,,X","    0",",,X","    0",",,X","  222",",,X","  106",",,X",,," 2218",",,X",,,,,"  160",",,X",,,,,"  129",",,X",,,,,"    1",",,X",,,,,,,"    1",",,X",,,"    1",",,X",,
"USW00023119","1968-10-03","33.9","-117.25","468.2","MARCH AFB, CA US","   13",",,X","    0",",,X","    0",",,X","  194",",,X","  122",",,X",,," 0036",",,X",,,,,"   50",",,X",,,,,"   98",",,X","    1",",,X",,,"    1",",,X",,,,,,,"    1",",,X",,,"    1",",,X",,
"USW00023119","1968-10-04","33.9","-117.25","468.2","MARCH AFB, CA US","    0",",,X","    0",",,X","    0",",,X","  211",",,X","  106",",,X",,," 1336",",,X",,,,,"  320",",,X",,,,,"   72",",,X","    1",",,X",,,,,,,,,,,"    1",",,X",,,,,,
"USW00023119","1968-10-05","33.9","-117.25","468.2","MARCH AFB, CA US","    0",",,X","    0",",,X","    0",",,X","  272",",,X","  100",",,X",,,,,,,,,,,,,,,,,"    1",",,X",,,,,,,,,,,"    1",",,X",,,,,,
"USW00023119","1968-10-06","33.9","-117.25","468.2","MARCH AFB, CA US","    0",",,X","    0",",,X","    0",",,X","  211",",,X","   94",",,X",,," 1236",",,X",,,,,"  290",",,X",,,,,"   67",",,X","    1",",,X",,,,,,,,,,,"    1",",,X",,,,,,
"USW00023119","1968-10-07","33.9","-117.25","468.2","MARCH AFB, CA US","    0",",,X","    0",",,X","    0",",,X","  206",",,X","  144",",,X",,," 1706",",,X",,,,,"  310",",,X",,,,,"   62",",,X","    1",",,X",,,,,,,,,,,"    1",",,X",,,,,,
"USW00023119","1968-10-08","33.9","-117.25","468.2","MARCH AFB, CA US","    0",",,X","    0",",,X","    0",",,X","  233",",,X","  106",",,X",,," 1554",",,X",,,,,"  320",",,X",,,,,"   77",",,X","    1",",,X",,,,,,,,,,,"    1",",,X",,,,,,
"USW00023119","1968-10-09","33.9","-117.25","468.2","MARCH AFB, CA US","    0","T,,X","    0",",,X","    0",",,X","  239",",,X","   94",",,X",,," 1730",",,X",,,,,"  320",",,X",,,,,"   82",",,X","    1",",,X",,,,,,,,,,,"    1",",,X",,,"    1",",,X",,
"USW00023119","1968-10-10","33.9","-117.25","468.2","MARCH AFB, CA US","    0",",,X","    0",",,X","    0",",,X","  217",",,X","  117",",,X",,," 1300",",,X",,,,,"  330",",,X",,,,,"   62",",,X","    1",",,X",,,,,,,,,,,"    1",",,X",,,,,,
"USW00023119","1968-10-11","33.9","-117.25","468.2","MARCH AFB, CA US","    0",",,X","    0",",,X","    0",",,X","  222",",,X","   94",",,X",,," 1230",",,X",,,,,"  350",",,X",,,,,"   67",",,X","    1",",,X",,,,,,,,,,,"    1",",,X",,,,,,
"USW00023119","1968-10-12","33.9","-117.25","468.2","MARCH AFB, CA US","    0","T,,X","    0",",,X","    0",",,X","  233",",,X","   89",",,X",,," 1606",",,X",,,,,"  290",",,X",,,,,"   77",",,X","    1",",,X",,,,,,,,,,,"    1",",,X",,,"    1",",,X",,
"USW00023119","1968-10-13","33.9","-117.25","468.2","MARCH AFB, CA US","    0",",,X","    0",",,X","    0",",,X","  250",",,X","   72",",,X",,," 1506",",,X",,,,,"  320",",,X",,,,,"   77",",,X","    1",",,X",,,,,,,,,,,"    1",",,X",,,,,,
"USW00023119","1968-10-14","33.9","-117.25","468.2","MARCH AFB, CA US","    0","T,,X","    0",",,X","    0",",,X","  200",",,X","  106",",,X",,," 1242",",,X",,,,,"  170",",,X",,,,,"   93",",,X",,,,,,,,,,,,,"    1",",,X",,,"    1",",,X",,
"USW00023119","1968-10-15","33.9","-117.25","468.2","MARCH AFB, CA US","    0",",,X","    0",",,X","    0",",,X","  244",",,X","   94",",,X",,," 1330",",,X",,,,,"  350",",,X",,,,,"  149",",,X","    1",",,X",,,,,,,,,,,"    1",",,X",,,,,,
"USW00023119","1968-10-16","33.9","-117.25","468.2","MARCH AFB, CA US","    0",",,X","    0",",,X","    0",",,X","  278",",,X","   67",",,X",,," 1524",",,X",,,,,"  350",",,X",,,,,"  108",",,X",,,,,,,,,,,,,,,,,,,,
"USW00023119","1968-10-17","33.9","-117.25","468.2","MARCH AFB, CA US","    0",",,X","    0",",,X","    0",",,X","  294",",,X","  122",",,X",,," 0948",",,X",,,,,"   70",",,X",,,,,"  108",",,X",,,,,,,,,,,,,,,,,,,,
"USW00023119","1968-10-18","33.9","-117.25","468.2","MARCH AFB, CA US","    0",",,X","    0",",,X","    0",",,X","  294",",,X","   67",",,X",,," 1554",",,X",,,,,"  310",",,X",,,,,"   77",",,X",,,,,,,,,,,,,,,,,,,,
"USW00023119","1968-10-19","33.9","-117.25","468.2","MARCH AFB, CA US","    0",",,X","    0",",,X","    0",",,X","  300",",,X","   67",",,X",,," 1448",",,X",,,,,"  310",",,X",,,,,"   87",",,X",,,,,,,,,,,,,"    1",",,X",,,,,,
"USW00023119","1968-10-20","33.9","-117.25","468.2","MARCH AFB, CA US","    0",",,X","    0",",,X","    0",",,X","  267",",,X","   61",",,X",,," 1424",",,X",,,,,"  310",",,X",,,,,"   82",",,X",,,,,,,,,,,,,"    1",",,X",,,,,,
"USW00023119","1968-10-21","33.9","-117.25","468.2","MARCH AFB, CA US","    0",",,X","    0",",,X","    0",",,X","  294",",,X","   56",",,X",,," 1442",",,X",,,,,"  300",",,X",,,,,"   67",",,X","    1",",,X",,,,,,,,,,,"    1",",,X",,,,,,
"USW00023119","1968-10-22","33.9","-117.25","468.2","MARCH AFB, CA US","    0",",,X","    0",",,X","    0",",,X","  333",",,X","   61",",,X",,," 1606",",,X",,,,,"  270",",,X",,,,,"   77",",,X",,,,,,,,,,,,,"    1",",,X",,,,,,
"USW00023119","1968-10-23","33.9","-117.25","468.2","MARCH AFB, CA US","    0",",,X","    0",",,X","    0",",,X","  361",",,X","   56",",,X",,," 1630",",,X",,,,,"  310",",,X",,,,,"   72",",,X",,,,,,,,,,,,,"    1",",,X",,,,,,
"USW00023119","1968-10-24","33.9","-117.25","468.2","MARCH AFB, CA US","    0",",,X","    0",",,X","    0",",,X","  372",",,X","   78",",,X",,," 1542",",,X",,,,,"  320",",,X",,,,,"   72",",,X",,,,,,,,,,,,,"    1",",,X",,,,,,
"USW00023119","1968-10-25","33.9","-117.25","468.2","MARCH AFB, CA US","    0",",,X","    0",",,X","    0",",,X","  344",",,X","   89",",,X",,," 1548",",,X",,,,,"  290",",,X",,,,,"   72",",,X",,,,,,,,,,,,,"    1",",,X",,,,,,
"USW00023119","1968-10-26","33.9","-117.25","468.2","MARCH AFB, CA US","    0",",,X","    0",",,X","    0",",,X","  328",",,X","   83",",,X",,," 1436",",,X",,,,,"  300",",,X",,,,,"   72",",,X",,,,,,,,,,,,,"    1",",,X",,,,,,
"USW00023119","1968-10-27","33.9","-117.25","468.2","MARCH AFB, CA US","    0",",,X","    0",",,X","    0",",,X","  344",",,X","   83",",,X",,," 1442",",,X",,,,,"  310",",,X",,,,,"   82",",,X",,,,,,,,,,,,,"    1",",,X",,,,,,
"USW00023119","1968-10-28","33.9","-117.25","468.2","MARCH AFB, CA US","    0",",,X","    0",",,X","    0",",,X","  311",",,X","   78",",,X",,," 1354",",,X",,,,,"  270",",,X",,,,,"   77",",,X",,,,,,,,,,,,,"    1",",,X",,,,,,
"USW00023119","1968-10-29","33.9","-117.25","468.2","MARCH AFB, CA US","    0","T,,X","    0",",,X","    0",",,X","  272",",,X","   72",",,X",,," 1354",",,X",,,,,"  320",",,X",,,,,"  113",",,X","    1",",,X",,,,,,,,,,,"    1",",,X",,,"    1",",,X",,
"USW00023119","1968-10-30","33.9","-117.25","468.2","MARCH AFB, CA US","   18",",,X","    0",",,X","    0",",,X","  194",",,X","  106",",,X",,," 1312",",,X",,,,,"  270",",,X",,,,,"   82",",,X","    1",",,X",,,,,,,,,,,"    1",",,X",,,"    1",",,X",,
"USW00023119","1968-10-31","33.9","-117.25","468.2","MARCH AFB, CA US","    0",",,X","    0",",,X","    0",",,X","  183",",,X","   89",",,X",,," 1348",",,X",,,,,"  290",",,X",,,,,"   93",",,X","    1",",,X",,,,,,,,,,,"    1",",,X",,,,,,
"USW00023119","1968-11-01","33.9","-117.25","468.2","MARCH AFB, CA US","    0",",,X","    0",",,X","    0",",,X","  183",",,X","   72",",,X",,," 1448",",,X",,,,,"  320",",,X",,,,,"   72",",,X",,,,,,,,,,,,,"    1",",,X",,,,,,
"USW00023119","1968-11-02","33.9","-117.25","468.2","MARCH AFB, CA US","    0",",,X","    0",",,X","    0",",,X","  233",",,X","   44",",,X",,," 1524",",,X",,,,,"  300",",,X",,,,,"   57",",,X","    1",",,X",,,,,,,,,,,"    1",",,X",,,,,,
"USW00023119","1968-11-03","33.9","-117.25","468.2","MARCH AFB, CA US","    0",",,X","    0",",,X","    0",",,X","  228",",,X","   61",",,X",,," 1236",",,X",,,,,"  330",",,X",,,,,"   77",",,X","    1",",,X",,,,,,,,,,,"    1",",,X",,,,,,
"USW00023119","1968-11-04","33.9","-117.25","468.2","MARCH AFB, CA US","    0",",,X","    0",",,X","    0",",,X","  194",",,X","   94",",,X",,," 1230",",,X",,,,,"  270",",,X",,,,,"   77",",,X","    1",",,X",,,,,,,,,,,"    1",",,X",,,,,,
"USW00023119","1968-11-05","33.9","-117.25","468.2","MARCH AFB, CA US","    0",",,X","    0",",,X","    0",",,X","  194",",,X","   67",",,X",,," 1400",",,X",,,,,"  340",",,X",,,,,"   57",",,X","    1",",,X",,,,,,,,,,,"    1",",,X",,,,,,
"USW00023119","1968-11-06","33.9","-117.25","468.2","MARCH AFB, CA US","    0",",,X","    0",",,X","    0",",,X","  239",",,X","   11",",,X",,," 1306",",,X",,,,,"  330",",,X",,,,,"   67",",,X","    1",",,X",,,,,,,,,,,"    1",",,X",,,,,,
"USW00023119","1968-11-07","33.9","-117.25","468.2","MARCH AFB, CA US","    0",",,X","    0",",,X","    0",",,X","  239",",,X","   72",",,X",,," 1524",",,X",,,,,"  320",",,X",,,,,"  103",",,X",,,,,,,,,,,,,"    1",",,X",,,,,,
"USW00023119","1968-11-08","33.9","-117.25","468.2","MARCH AFB, CA US","    0",",,X","    0",",,X","    0",",,X","  256",",,X","  106",",,X",,," 1536",",,X",,,,,"  340",",,X",,,,,"  103",",,X",,,,,,,,,,,,,,,,,,,,
"USW00023119","1968-11-09","33.9","-117.25","468.2","MARCH AFB, CA US","    0",",,X","    0",",,X","    0",",,X","  283",",,X","   78",",,X",,," 1154",",,X",,,,,"  280",",,X",,,,,"   98",",,X",,,,,,,,,,,,,,,,,,,,
"USW00023119","1968-11-10","33.9","-117.25","468.2","MARCH AFB, CA US","    0",",,X","    0",",,X","    0",",,X","  306",",,X","   72",",,X",,," 1518",",,X",,,,,"  330",",,X",,,,,"   77",",,X",,,,,,,,,,,,,,,,,,,,
"USW00023119","1968-11-11","33.9","-117.25","468.2","MARCH AFB, CA US","    0",",,X","    0",",,X","    0",",,X","  278",",,X","   78",",,X",,," 1230",",,X",,,,,"  150",",,X",,,,,"   62",",,X",,,,,,,,,,,,,,,,,,,,
"USW00023119","1968-11-12","33.9","-117.25","468.2","MARCH AFB, CA US","    0",",,X","    0",",,X","    0",",,X","  200",",,X","   67",",,X",,," 1200",",,X",,,,,"  310",",,X",,,,,"   87",",,X",,,,,,,,,,,,,"    1",",,X",,,,,,
"USW00023119","1968-11-13","33.9","-117.25","468.2","MARCH AFB, CA US","    0",",,X","    0",",,X","    0",",,X","  172",",,X","   44",",,X",,," 1236",",,X",,,,,"  130",",,X",,,,,"   77",",,X",,,,,,,,,,,,,"    1",",,X",,,,,,
"USW00023119","1968-11-14","33.9","-117.25","468.2","MARCH AFB, CA US","    0","T,,X","    0",",,X","    0",",,X","  172",",,X","   -6",",,X",,," 1254",",,X",,,,,"  130",",,X",,,,,"   67",",,X","    1",",,X",,,,,,,,,,,"    1",",,X",,,"    1",",,X",,
"USW00023119","1968-11-15","33.9","-117.25","468.2","MARCH AFB, CA US","  119",",,X","    0",",,X","    0",",,X","  122",",,X","   72",",,X",,," 0800",",,X",,,,,"  110",",,X",,,,,"   72",",,X","    1",",,X",,,,,,,,,,,,,,,"    1",",,X",,
"USW00023119","1968-11-16","33.9","-117.25","468.2","MARCH AFB, CA US","    0","T,,X","    0",",,X","    0",",,X","  189",",,X","   94",",,X",,," 1342",",,X",,,,,"  230",",,X",,,,,"   62",",,X","    1",",,X",,,,,,,,,,,"    1",",,X",,,"    1",",,X",,
"USW00023119","1968-11-17","33.9","-117.25","468.2","MARCH AFB, CA US","    0",",,X","    0",",,X","    0",",,X","  206",",,X","   78",",,X",,," 1400",",,X",,,,,"  310",",,X",,,,,"   51",",,X","    1",",,X",,,,,,,,,,,"    1",",,X",,,,,,
"USW00023119","1968-11-18","33.9","-117.25","468.2","MARCH AFB, CA US","    0",",,X","    0",",,X","    0",",,X","  233",",,X","   61",",,X",,," 1712",",,X",,,,,"  310",",,X",,,,,"   41",",,X","    1",",,X",,,,,,,,,,,"    1",",,X",,,,,,
"USW00023119","1968-11-19","33.9","-117.25","468.2","MARCH AFB, CA US","    0",",,X","    0",",,X","    0",",,X","  261",",,X","   44",",,X",,," 1606",",,X",,,,,"  360",",,X",,,,,"  108",",,X","    1",",,X",,,,,,,,,,,"    1",",,X",,,,,,
"USW00023119","1968-11-20","33.9","-117.25","468.2","MARCH AFB, CA US","    0",",,X","    0",",,X","    0",",,X","  261",",,X","   83",",,X",,," 1154",",,X",,,,,"   80",",,X",,,,,"   82",",,X",,,,,,,,,,,,,,,,,,,,
"USW00023119","1968-11-21","33.9","-117.25","468.2","MARCH AFB, CA US","    0",",,X","    0",",,X","    0",",,X","  256",",,X","   50",",,X",,," 1442",",,X",,,,,"  320",",,X",,,,,"   72",",,X",,,,,,,,,,,,,"    1",",,X",,,,,,
"USW00023119","1968-11-22","33.9","-117.25","468.2","MARCH AFB, CA US","    0",",,X","    0",",,X","    0",",,X","  250",",,X","   50",",,X",,," 1630",",,X",,,,,"  310",",,X",,,,,"   41",",,X","    1",",,X",,,,,,,,,,,"    1",",,X",,,,,,
"USW00023119","1968-11-23","33.9","-117.25","468.2","MARCH AFB, CA US","    0",",,X","    0",",,X","    0",",,X","  289",",,X","   44",",,X",,," 1154",",,X",,,,,"   60",",,X",,,,,"   98",",,X","    1",",,X",,,,,,,,,,,"    1",",,X",,,,,,
"USW00023119","1968-11-24","33.9","-117.25","468.2","MARCH AFB, CA US","    0",",,X","    0",",,X","    0",",,X","  200",",,X","   67",",,X",,," 1354",",,X",,,,,"  320",",,X",,,,,"   98",",,X","    1",",,X",,,,,,,,,,,"    1",",,X",,,,,,
"USW00023119","1968-11-25","33.9","-117.25","468.2","MARCH AFB, CA US","    0",",,X","    0",",,X","    0",",,X","  161",",,X","   61",",,X",,," 2248",",,X",,,,,"   10",",,X",,,,,"  139",",,X","    1",",,X",,,,,,,,,,,"    1",",,X",,,,,,
"USW00023119","1968-11-26","33.9","-117.25","468.2","MARCH AFB, CA US","    0",",,X","    0",",,X","    0",",,X","  183",",,X","   94",",,X",,," 1300",",,X",,,,,"  340",",,X",,,,,"  154",",,X",,,,,,,,,,,,,,,,,,,,
"USW00023119","1968-11-27","33.9","-117.25","468.2","MARCH AFB, CA US","    0",",,X","    0",",,X","    0",",,X","  194",",,X","   -6",",,X",,," 1406",",,X",,,,,"  300",",,X",,,,,"   62",",,X",,,,,,,,,,,,,,,,,,,,
"USW00023119","1968-11-28","33.9","-117.25","468.2","MARCH AFB, CA US","    0",",,X","    0",",,X","    0",",,X","  211",",,X","  -17",",,X",,," 1724",",,X",,,,,"   10",",,X",,,,,"   93",",,X",,,,,,,,,,,,,,,,,,,,
"USW00023119","1968-11-29","33.9","-117.25","468.2","MARCH AFB, CA US","    0",",,X","    0",",,X","    0",",,X","  189",",,X","   39",",,X",,," 1306",",,X",,,,,"  270",",,X",,,,,"   62",",,X",,,,,,,,,,,,,,,,,,,,
"USW00023119","1968-11-30","33.9","-117.25","468.2","MARCH AFB, CA US","    0",",,X","    0",",,X","    0",",,X","  156",",,X","  -17",",,X",,," 1636",",,X",,,,,"  170",",,X",,,,,"   67",",,X",,,,,,,,,,,,,,,,,,,,
"USW00023119","1968-12-01","33.9","-117.25","468.2","MARCH AFB, CA US","    0",",,X","    0",",,X","    0",",,X","  144",",,X","   44",",,X",,," 1330",",,X",,,,,"  320",",,X",,,,,"   62",",,X","    1",",,X",,,,,,,,,,,"    1",",,X",,,,,,
"USW00023119","1968-12-02","33.9","-117.25","468.2","MARCH AFB, CA US","    0",",,X","    0",",,X","    0",",,X","  172",",,X","   39",",,X",,," 0412",",,X",,,,,"  340",",,X",,,,,"   98",",,X","    1",",,X",,,,,,,,,,,,,,,,,,
"USW00023119","1968-12-03","33.9","-117.25","468.2","MARCH AFB, CA US","    0",",,X","    0",",,X","    0",",,X","  194",",,X","   61",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023119","1968-12-04","33.9","-117.25","468.2","MARCH AFB, CA US","    0",",,X","    0",",,X","    0",",,X","  239",",,X","   28",",,X",,," 0100",",,X",,,,,"  100",",,X",,,,,"  108",",,X",,,,,,,,,,,,,,,,,,,,
"USW00023119","1968-12-05","33.9","-117.25","468.2","MARCH AFB, CA US","    0",",,X","    0",",,X","    0",",,X","  222",",,X","   -6",",,X",,," 1400",",,X",,,,,"  320",",,X",,,,,"   51",",,X",,,,,,,,,,,,,,,,,,,,
"USW00023119","1968-12-06","33.9","-117.25","468.2","MARCH AFB, CA US","    0",",,X","    0",",,X","    0",",,X","  233",",,X","  -11",",,X",,," 1806",",,X",,,,,"   30",",,X",,,,,"   77",",,X",,,,,,,,,,,,,"    1",",,X",,,,,,
"USW00023119","1968-12-07","33.9","-117.25","468.2","MARCH AFB, CA US","    0",",,X","    0",",,X","    0",",,X","  228",",,X","  -11",",,X",,," 1430",",,X",,,,,"  200",",,X",,,,,"   77",",,X",,,,,,,,,,,,,,,,,,,,
"USW00023119","1968-12-08","33.9","-117.25","468.2","MARCH AFB, CA US","    0",",,X","    0",",,X","    0",",,X","  222",",,X","   28",",,X",,," 1324",",,X",,,,,"  150",",,X",,,,,"   57",",,X",,,,,,,,,,,,,"    1",",,X",,,,,,
"USW00023119","1968-12-09","33.9","-117.25","468.2","MARCH AFB, CA US","    0",",,X","    0",",,X","    0",",,X","  228",",,X","    0",",,X",,," 1648",",,X",,,,,"   60",",,X",,,,,"   57",",,X",,,,,,,,,,,,,"    1",",,X",,,,,,
"USW00023119","1968-12-10","33.9","-117.25","468.2","MARCH AFB, CA US","    0",",,X","    0",",,X","    0",",,X","  206",",,X","   28",",,X",,," 1400",",,X",,,,,"  320",",,X",,,,,"   93",",,X","    1",",,X",,,,,,,,,,,"    1",",,X",,,,,,
"USW00023119","1968-12-11","33.9","-117.25","468.2","MARCH AFB, CA US","   13",",,X","    0",",,X","    0",",,X","  144",",,X","   50",",,X",,," 1048",",,X",,,,,"  120",",,X",,,,,"   72",",,X","    1",",,X",,,,,,,,,,,"    1",",,X",,,"    1",",,X",,
"USW00023119","1968-12-12","33.9","-117.25","468.2","MARCH AFB, CA US","    0",",,X","    0",",,X","    0",",,X","  172",",,X","  -39",",,X",,," 1506",",,X",,,,,"   70",",,X",,,,,"   82",",,X",,,,,,,,,,,,,,,,,,,,
"USW00023119","1968-12-13","33.9","-117.25","468.2","MARCH AFB, CA US","    0",",,X","    0",",,X","    0",",,X","  189",",,X","  -17",",,X",,," 1442",",,X",,,,,"   70",",,X",,,,,"   93",",,X",,,,,,,,,,,,,,,,,,,,
"USW00023119","1968-12-14","33.9","-117.25","468.2","MARCH AFB, CA US","    0",",,X","    0",",,X","    0",",,X","  200",",,X","  -11",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,
"USW00023119","1968-12-15","33.9","-117.25","468.2","MARCH AFB, CA US","    0",",,X","    0",",,X","    0",",,X","  167",",,X","   44",",,X",,," 1300",",,X",,,,,"  310",",,X",,,,,"   77",",,X",,,,,,,,,,,,,"    1",",,X",,,,,,
"USW00023119","1968-12-16","33.9","-117.25","468.2","MARCH AFB, CA US","    0","T,,X","    0",",,X","    0",",,X","  139",",,X","   67",",,X",,," 1442",",,X",,,,,"  310",",,X",,,,,"   72",",,X","    1",",,X",,,,,,,,,,,"    1",",,X",,,"    1",",,X",,
"USW00023119","1968-12-17","33.9","-117.25","468.2","MARCH AFB, CA US","    0",",,X","    0",",,X","    0",",,X","  139",",,X","    6",",,X",,," 1224",",,X",,,,,"  350",",,X",,,,,"  185",",,X","    1",",,X",,,,,,,,,,,,,,,,,,
"USW00023119","1968-12-18","33.9","-117.25","468.2","MARCH AFB, CA US","    0",",,X","    0",",,X","    0",",,X","  139",",,X","  -56",",,X",,," 1312",",,X",,,,,"  320",",,X",,,,,"   51",",,X",,,,,,,,,,,,,,,,,,,,
"USW00023119","1968-12-19","33.9","-117.25","468.2","MARCH AFB, CA US","    0","T,,X","    0",",,X","    0",",,X","  111",",,X","  -39",",,X",,," 1442",",,X",,,,,"  270",",,X",,,,,"   87",",,X",,,,,,,,,,,,,,,,,"    1",",,X",,
"USW00023119","1968-12-20","33.9","-117.25","468.2","MARCH AFB, CA US","   46",",,X","    0","T,,X","    0",",,X","   61",",,X","  -11",",,X",,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,,,,,,"    1",",,X","    1",",,X"
