"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","AWND","AWND_ATTRIBUTES","FMTM","FMTM_ATTRIBUTES","PGTM","PGTM_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TSUN","TSUN_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT02","WT02_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT08","WT08_ATTRIBUTES","WT16","WT16_ATTRIBUTES"
"USW00023275","2010-12-27","39.12781","-123.20015","183.7","UKIAH MUNICIPAL AIRPORT, CA US","   10",",,W",,,,,"  100",",,W","   67",",,W","    6",",,W",,," 1257",",,W",,,,,"  280",",,W","  270",",,W","   31",",,W","   36",",,W","    1",",,W",,,,,,,,
"USW00023275","2010-12-28","39.12781","-123.20015","183.7","UKIAH MUNICIPAL AIRPORT, CA US","  564",",,W",,,,,"  111",",,W","   67",",,W","   26",",,W",,," 1915",",,W",,,,,"  140",",,W","  130",",,W","   81",",,W","  116",",,W","    1",",,W",,,,,,,,
"USW00023275","2010-12-29","39.12781","-123.20015","183.7","UKIAH MUNICIPAL AIRPORT, CA US","   10",",,W",,,,,"  117",",,W","   -5",",,W","   49",",,W",,," 0132",",,W",,,,,"  310",",,W","  310",",,W","  112",",,W","  165",",,W","    1",",,W",,,,,,,,
"USW00023275","2010-12-30","39.12781","-123.20015","183.7","UKIAH MUNICIPAL AIRPORT, CA US","    0",",,W",,,,,"  100",",,W","  -10",",,W","   11",",,W",,," 1425",",,W",,,,,"  300",",,W","  290",",,W","   63",",,W","   81",",,W",,,,,,,,,,
"USW00023275","2010-12-31","39.12781","-123.20015","183.7","UKIAH MUNICIPAL AIRPORT, CA US","   25",",,W",,,,,"   61",",,W","  -16",",,W","    8",",,W",,," 2350",",,W",,,,,"  120",",,W","  120",",,W","   58",",,W","   76",",,W","    1",",,W","    1",",,W",,,,,,
"USW00023275","2011-01-01","39.12781","-123.20015","183.7","UKIAH MUNICIPAL AIRPORT, CA US","   81",",,W",,,,,"   67",",,W","   33",",,W","   25",",,W",,," 2053",",,W",,,,,"  100",",,W","   90",",,W","   94",",,W","  134",",,W","    1",",,W",,,,,,,,
"USW00023275","2011-01-02","39.12781","-123.20015","183.7","UKIAH MUNICIPAL AIRPORT, CA US","   13",",,W",,,,,"  128",",,W","   28",",,W","   16",",,W",,," 0601",",,W",,,,,"  100",",,W","  120",",,W","   67",",,W","   89",",,W","    1",",,W",,,,,,,,
"USW00023275","2011-01-03","39.12781","-123.20015","183.7","UKIAH MUNICIPAL AIRPORT, CA US","    0",",,W",,,,,"  111",",,W","    0",",,W","    0",",,W",,," 1749",",,W",,,,,"  280",",,W","  330",",,W","   22",",,W","   31",",,W","    1",",,W","    1",",,W",,,,,,
"USW00023275","2011-01-04","39.12781","-123.20015","183.7","UKIAH MUNICIPAL AIRPORT, CA US","    3",",,W",,,,,"  117",",,W","    6",",,W","    3",",,W",,," 1646",",,W",,,,,"  280",",,W","  280",",,W","   31",",,W","   36",",,W","    1",",,W","    1",",,W",,,,,,
"USW00023275","2011-01-05","39.12781","-123.20015","183.7","UKIAH MUNICIPAL AIRPORT, CA US","    0",",,W",,,,,"  122",",,W","    0",",,W","    3",",,W",,," 1745",",,W",,,,,"  290",",,W","  300",",,W","   27",",,W","   31",",,W","    1",",,W","    1",",,W",,,,,,
"USW00023275","2011-01-06","39.12781","-123.20015","183.7","UKIAH MUNICIPAL AIRPORT, CA US","    0",",,W",,,,,"  150",",,W","  -21",",,W","    1",",,W",,," 1048",",,W",,,,,"  320",",,W","  340",",,W","   22",",,W","   31",",,W","    1",",,W",,,,,"    1",",,W",,
"USW00023275","2011-01-07","39.12781","-123.20015","183.7","UKIAH MUNICIPAL AIRPORT, CA US","    0",",,W",,,,,"  144",",,W","  -27",",,W","    0",",,W",,," 1632",",,W",,,,,"  310",",,W","  310",",,W","   31",",,W","   36",",,W","    1",",,W","    1",",,W",,,"    1",",,W",,
"USW00023275","2011-01-08","39.12781","-123.20015","183.7","UKIAH MUNICIPAL AIRPORT, CA US","    0",",,W",,,,,"  122",",,W","   -5",",,W","    9",",,W",,," 1816",",,W",,,,,"  340",",,W","   10",",,W","   54",",,W","   67",",,W","    1",",,W",,,,,,,,
"USW00023275","2011-01-09","39.12781","-123.20015","183.7","UKIAH MUNICIPAL AIRPORT, CA US","    0",",,W",,,,,"  106",",,W","  -32",",,W","    4",",,W",,," 1641",",,W",,,,,"  280",",,W","  280",",,W","   36",",,W","   54",",,W","    1",",,W",,,,,"    1",",,W",,
"USW00023275","2011-01-10","39.12781","-123.20015","183.7","UKIAH MUNICIPAL AIRPORT, CA US","    0",",,W",,,,,"  111",",,W","  -27",",,W","    3",",,W",,," 1150",",,W",,,,,"  300",",,W","  330",",,W","   27",",,W","   36",",,W",,,,,,,,,,
"USW00023275","2011-01-11","39.12781","-123.20015","183.7","UKIAH MUNICIPAL AIRPORT, CA US","   51",",,W",,,,,"  100",",,W","   33",",,W","   11",",,W",,," 1812",",,W",,,,,"  120",",,W","  120",",,W","   58",",,W","   72",",,W","    1",",,W",,,,,,,,
"USW00023275","2011-01-12","39.12781","-123.20015","183.7","UKIAH MUNICIPAL AIRPORT, CA US","    3",",,W",,,,,"  111",",,W","   56",",,W","    7",",,W",,," 1724",",,W",,,,,"  180",",,W","  180",",,W","   31",",,W","   36",",,W","    1",",,W",,,,,"    1",",,W",,
"USW00023275","2011-01-13","39.12781","-123.20015","183.7","UKIAH MUNICIPAL AIRPORT, CA US","  142",",,W",,,,,"  117",",,W","   89",",,W","    9",",,W",,," 0908",",,W",,,,,"  170",",,W","  180",",,W","   58",",,W","   76",",,W","    1",",,W",,,,,,,,
"USW00023275","2011-01-14","39.12781","-123.20015","183.7","UKIAH MUNICIPAL AIRPORT, CA US","    0",",,W",,,,,"  172",",,W","   50",",,W","    6",",,W",,," 1123",",,W",,,,,"  300",",,W","  330",",,W","   31",",,W","   40",",,W","    1",",,W","    1",",,W",,,,,,
"USW00023275","2011-01-15","39.12781","-123.20015","183.7","UKIAH MUNICIPAL AIRPORT, CA US","    3",",,W",,,,,"  222",",,W","   44",",,W","    6",",,W",,," 1731",",,W",,,,,"  320",",,W","  330",",,W","   45",",,W","   63",",,W","    1",",,W","    1",",,W",,,,,,
"USW00023275","2011-01-16","39.12781","-123.20015","183.7","UKIAH MUNICIPAL AIRPORT, CA US","    0",",,W",,,,,"  222",",,W","   56",",,W","    8",",,W",,," 1614",",,W",,,,,"  310",",,W","  310",",,W","   58",",,W","   76",",,W","    1",",,W",,,,,,,,
"USW00023275","2011-01-17","39.12781","-123.20015","183.7","UKIAH MUNICIPAL AIRPORT, CA US","    5",",,W",,,,,"  211",",,W","   61",",,W","   12",",,W",,," 1357",",,W",,,,,"  300",",,W","  310",",,W","   63",",,W","   89",",,W","    1",",,W","    1",",,W",,,,,,
"USW00023275","2011-01-18","39.12781","-123.20015","183.7","UKIAH MUNICIPAL AIRPORT, CA US","    0",",,W",,,,,"  228",",,W","   28",",,W","    7",",,W",,," 1648",",,W",,,,,"   20",",,W","   20",",,W","   45",",,W","   67",",,W",,,,,,,,,,
"USW00023275","2011-01-19","39.12781","-123.20015","183.7","UKIAH MUNICIPAL AIRPORT, CA US","    0",",,W",,,,,"  183",",,W","   39",",,W","   15",",,W",,," 0357",",,W",,,,,"  340",",,W","  340",",,W","   54",",,W","   76",",,W",,,,,,,,,,
"USW00023275","2011-01-20","39.12781","-123.20015","183.7","UKIAH MUNICIPAL AIRPORT, CA US","    0",",,W",,,,,"  200",",,W","    6",",,W","    1",",,W",,," 0219",",,W",,,,,"  310",",,W","  310",",,W","   31",",,W","   36",",,W",,,,,,,"    1",",,W",,
"USW00023275","2011-01-21","39.12781","-123.20015","183.7","UKIAH MUNICIPAL AIRPORT, CA US","    3",",,W",,,,,"  217",",,W","   11",",,W","    0",",,W",,," 1102",",,W",,,,,"  360",",,W","  350",",,W","   22",",,W","   27",",,W","    1",",,W",,,,,"    1",",,W",,
"USW00023275","2011-01-22","39.12781","-123.20015","183.7","UKIAH MUNICIPAL AIRPORT, CA US","    0",",,W",,,,,"  222",",,W","   28",",,W","    4",",,W",,," 1829",",,W",,,,,"  330",",,W","  320",",,W","   31",",,W","   36",",,W",,,,,,,,,,
"USW00023275","2011-01-23","39.12781","-123.20015","183.7","UKIAH MUNICIPAL AIRPORT, CA US","    0",",,W",,,,,"  206",",,W","   -5",",,W","    2",",,W",,," 1614",",,W",,,,,"  270",",,W","  270",",,W","   31",",,W","   36",",,W",,,,,,,,,,
"USW00023275","2011-01-24","39.12781","-123.20015","183.7","UKIAH MUNICIPAL AIRPORT, CA US","    0",",,W",,,,,"  211",",,W","    6",",,W","    2",",,W",,," 1249",",,W",,,,,"   10",",,W","  280",",,W","   27",",,W","   36",",,W",,,,,,,"    1",",,W",,
"USW00023275","2011-01-25","39.12781","-123.20015","183.7","UKIAH MUNICIPAL AIRPORT, CA US","    0",",,W",,,,,"  217",",,W","   17",",,W","    2",",,W",,," 1624",",,W",,,,,"  270",",,W","  280",",,W","   31",",,W","   40",",,W",,,,,,,,,,
"USW00023275","2011-01-26","39.12781","-123.20015","183.7","UKIAH MUNICIPAL AIRPORT, CA US","    0",",,W",,,,,"  206",",,W","   11",",,W","    3",",,W",,," 1604",",,W",,,,,"  280",",,W","  280",",,W","   27",",,W","   31",",,W",,,,,,,"    1",",,W",,
"USW00023275","2011-01-27","39.12781","-123.20015","183.7","UKIAH MUNICIPAL AIRPORT, CA US","    0",",,W",,,,,"  217",",,W","    6",",,W","    1",",,W",,," 1505",",,W",,,,,"  170",",,W","  170",",,W","   27",",,W","   36",",,W",,,,,,,,,,
"USW00023275","2011-01-28","39.12781","-123.20015","183.7","UKIAH MUNICIPAL AIRPORT, CA US","    0",",,W",,,,,"  183",",,W","    0",",,W","    1",",,W",,," 2256",",,W",,,,,"  340",",,W","   10",",,W","   22",",,W","   81",",,W",,,,,,,,,,
"USW00023275","2011-01-29","39.12781","-123.20015","183.7","UKIAH MUNICIPAL AIRPORT, CA US","   28",",,W",,,,,"  122",",,W","   22",",,W","   12",",,W",,," 1733",",,W",,,,,"  140",",,W","  160",",,W","   54",",,W","   72",",,W","    1",",,W",,,,,,,,
"USW00023275","2011-01-30","39.12781","-123.20015","183.7","UKIAH MUNICIPAL AIRPORT, CA US","  183",",,W",,,,,"  144",",,W","   33",",,W","   11",",,W",,," 1323",",,W",,,,,"  160",",,W","  160",",,W","   36",",,W","   45",",,W","    1",",,W",,,,,,,,
"USW00023275","2011-01-31","39.12781","-123.20015","183.7","UKIAH MUNICIPAL AIRPORT, CA US","    3",",,W",,,,,"  178",",,W","    0",",,W","    0",",,W",,," 1817",",,W",,,,,"  320",",,W","  310",",,W","   22",",,W","   31",",,W","    1",",,W","    1",",,W",,,,,,
"USW00023275","2011-02-01","39.12781","-123.20015","183.7","UKIAH MUNICIPAL AIRPORT, CA US","    0",",,W",,,,,"  189",",,W","   11",",,W","    1",",,W",,," 0149",",,W",,,,,"  270",",,W","  170",",,W","   27",",,W","   58",",,W","    1",",,W",,,,,,,,
"USW00023275","2011-02-02","39.12781","-123.20015","183.7","UKIAH MUNICIPAL AIRPORT, CA US","    0",",,W",,,,,"  183",",,W","  -21",",,W","    4",",,W",,," 1701",",,W",,,,,"  270",",,W","  280",",,W","   27",",,W","   31",",,W",,,,,,,"    1",",,W",,
"USW00023275","2011-02-03","39.12781","-123.20015","183.7","UKIAH MUNICIPAL AIRPORT, CA US","    0",",,W",,,,,"  178",",,W","  -10",",,W","    2",",,W",,," 1241",",,W",,,,,"  280",",,W","  330",",,W","   27",",,W","   31",",,W",,,,,,,,,,
"USW00023275","2011-02-04","39.12781","-123.20015","183.7","UKIAH MUNICIPAL AIRPORT, CA US","    0",",,W",,,,,"  222",",,W","    6",",,W","    4",",,W",,," 1426",",,W",,,,,"  260",",,W","  290",",,W","   31",",,W","   36",",,W","    1",",,W",,,,,,,,
"USW00023275","2011-02-05","39.12781","-123.20015","183.7","UKIAH MUNICIPAL AIRPORT, CA US","    0",",,W",,,,,"  244",",,W","   28",",,W","    5",",,W",,," 1223",",,W",,,,,"  320",",,W","  320",",,W","   40",",,W","   45",",,W",,,,,,,,,,
"USW00023275","2011-02-06","39.12781","-123.20015","183.7","UKIAH MUNICIPAL AIRPORT, CA US","    3",",,W",,,,,"  244",",,W","   28",",,W","    4",",,W",,," 1649",",,W",,,,,"  290",",,W","  290",",,W","   36",",,W","   45",",,W",,,,,,,,,,
"USW00023275","2011-02-07","39.12781","-123.20015","183.7","UKIAH MUNICIPAL AIRPORT, CA US","    0",",,W",,,,,"  211",",,W","   22",",,W","   25",",,W",,," 1607",",,W",,,,,"  280",",,W","  270",",,W","   98",",,W","  143",",,W",,,,,,,,,,
"USW00023275","2011-02-08","39.12781","-123.20015","183.7","UKIAH MUNICIPAL AIRPORT, CA US","    0",",,W",,,,,"  150",",,W","   -5",",,W","   18",",,W",,," 1614",",,W",,,,,"  330",",,W","  300",",,W","   67",",,W","   89",",,W",,,,,,,"    1",",,W",,
"USW00023275","2011-02-09","39.12781","-123.20015","183.7","UKIAH MUNICIPAL AIRPORT, CA US","    0",",,W",,,,,"  172",",,W","  -21",",,W","    2",",,W",,," 0322",",,W",,,,,"  180",",,W","  180",",,W","   31",",,W","   36",",,W",,,,,,,,,,
"USW00023275","2011-02-10","39.12781","-123.20015","183.7","UKIAH MUNICIPAL AIRPORT, CA US","    0",",,W",,,,,"  194",",,W","  -21",",,W","    2",",,W",,," 1836",",,W",,,,,"  270",",,W","  210",",,W","   27",",,W","   40",",,W",,,,,,,"    1",",,W",,
"USW00023275","2011-02-11","39.12781","-123.20015","183.7","UKIAH MUNICIPAL AIRPORT, CA US","    0",",,W",,,,,"  222",",,W","  -10",",,W","    1",",,W",,," 1723",",,W",,,,,"  140",",,W","  150",",,W","   22",",,W","   27",",,W",,,,,,,,,,
"USW00023275","2011-02-12","39.12781","-123.20015","183.7","UKIAH MUNICIPAL AIRPORT, CA US","    0",",,W",,,,,"  200",",,W","   -5",",,W","   12",",,W",,," 1438",",,W",,,,,"  140",",,W","  150",",,W","   67",",,W","   81",",,W",,,,,,,,,,
"USW00023275","2011-02-13","39.12781","-123.20015","183.7","UKIAH MUNICIPAL AIRPORT, CA US","    0",",,W",,,,,"  189",",,W","  -21",",,W","   14",",,W",,," 1438",",,W",,,,,"  150",",,W","  140",",,W","   67",",,W","   94",",,W",,,,,,,,,,
"USW00023275","2011-02-14","39.12781","-123.20015","183.7","UKIAH MUNICIPAL AIRPORT, CA US","  124",",,W",,,,,"  128",",,W","   72",",,W","   40",",,W",,," 0827",",,W",,,,,"  150",",,W","  160",",,W","   76",",,W","  107",",,W","    1",",,W",,,,,,,,
"USW00023275","2011-02-15","39.12781","-123.20015","183.7","UKIAH MUNICIPAL AIRPORT, CA US","  551",",,W",,,,,"  106",",,W","   78",",,W","   44",",,W",,," 0918",",,W",,,,,"  150",",,W","  140",",,W","   94",",,W","  130",",,W","    1",",,W",,,,,,,,
"USW00023275","2011-02-16","39.12781","-123.20015","183.7","UKIAH MUNICIPAL AIRPORT, CA US","  112",",,W",,,,,"   83",",,W","   28",",,W","   21",",,W",,," 1522",",,W",,,,,"  200",",,W","  200",",,W","   94",",,W","  130",",,W","    1",",,W",,,"    1",",,W",,,,
"USW00023275","2011-02-17","39.12781","-123.20015","183.7","UKIAH MUNICIPAL AIRPORT, CA US","  132",",,W",,,,,"   67",",,W","   17",",,W","   21",",,W",,," 0621",",,W",,,,,"  210",",,W","  190",",,W","   63",",,W","   81",",,W","    1",",,W",,,,,,,,
"USW00023275","2011-02-18","39.12781","-123.20015","183.7","UKIAH MUNICIPAL AIRPORT, CA US","   15",",,W",,,,,"   89",",,W","   11",",,W","    9",",,W",,," 1644",",,W",,,,,"  130",",,W","  130",",,W","   45",",,W","   58",",,W","    1",",,W",,,,,,,,
"USW00023275","2011-02-19","39.12781","-123.20015","183.7","UKIAH MUNICIPAL AIRPORT, CA US","    0","T,,W",,,,,"  106",",,W","    6",",,W","    8",",,W",,," 1607",",,W",,,,,"  140",",,W","  130",",,W","   45",",,W","   63",",,W","    1",",,W",,,,,,,,
"USW00023275","2011-02-20","39.12781","-123.20015","183.7","UKIAH MUNICIPAL AIRPORT, CA US","    0","T,,W",,,,,"  111",",,W","  -16",",,W","    7",",,W",,," 1534",",,W",,,,,"  310",",,W","  310",",,W","   76",",,W","   98",",,W","    1",",,W","    1",",,W",,,,,,
"USW00023275","2011-02-21","39.12781","-123.20015","183.7","UKIAH MUNICIPAL AIRPORT, CA US","    0",",,W",,,,,"  106",",,W","    6",",,W","   17",",,W",,," 1520",",,W",,,,,"  180",",,W","  150",",,W","   58",",,W","   89",",,W",,,,,,,,,,
"USW00023275","2011-02-22","39.12781","-123.20015","183.7","UKIAH MUNICIPAL AIRPORT, CA US","    0",",,W",,,,,"  139",",,W","  -27",",,W","   10",",,W",,," 1556",",,W",,,,,"  300",",,W","  300",",,W","   63",",,W","   81",",,W","    1",",,W",,,,,,,,
"USW00023275","2011-02-23","39.12781","-123.20015","183.7","UKIAH MUNICIPAL AIRPORT, CA US","    0",",,W",,,,,"  122",",,W","    0",",,W","   17",",,W",,," 1558",",,W",,,,,"  270",",,W","  270",",,W","   81",",,W","  112",",,W",,,,,,,,,,
"USW00023275","2011-02-24","39.12781","-123.20015","183.7","UKIAH MUNICIPAL AIRPORT, CA US","  104",",,W",,,,,"   78",",,W","   28",",,W","   15",",,W",,," 1011",",,W",,,,,"  140",",,W","  150",",,W","   40",",,W","   58",",,W","    1",",,W",,,,,,,,
"USW00023275","2011-02-25","39.12781","-123.20015","183.7","UKIAH MUNICIPAL AIRPORT, CA US","   89",",,W",,,,,"   72",",,W","  -16",",,W","   17",",,W",,," 1659",",,W",,,,,"  290",",,W","  290",",,W","   76",",,W","  107",",,W","    1",",,W",,,,,"    1",",,W",,
"USW00023275","2011-02-26","39.12781","-123.20015","183.7","UKIAH MUNICIPAL AIRPORT, CA US","    0",",,W",,,,,"  100",",,W","  -16",",,W","   11",",,W",,," 1650",",,W",,,,,"  300",",,W","  310",",,W","   45",",,W","   72",",,W","    1",",,W",,,,,,,,
"USW00023275","2011-02-27","39.12781","-123.20015","183.7","UKIAH MUNICIPAL AIRPORT, CA US","    0",",,W",,,,,"  139",",,W","  -27",",,W","    9",",,W",,," 1343",",,W",,,,,"  240",",,W","  160",",,W","   45",",,W","   67",",,W",,,,,,,,,,
"USW00023275","2011-02-28","39.12781","-123.20015","183.7","UKIAH MUNICIPAL AIRPORT, CA US","    8",",,W",,,,,"   89",",,W","   50",",,W","   20",",,W",,," 1255",",,W",,,,,"  150",",,W","  160",",,W","   63",",,W","   89",",,W","    1",",,W",,,,,,,,
"USW00023275","2011-03-01","39.12781","-123.20015","183.7","UKIAH MUNICIPAL AIRPORT, CA US","   51",",,W",,,,,"  139",",,W","   39",",,W","   35",",,W",,," 1556",",,W",,,,,"  180",",,W","  150",",,W","   94",",,W","  130",",,W","    1",",,W",,,,,,,,
"USW00023275","2011-03-02","39.12781","-123.20015","183.7","UKIAH MUNICIPAL AIRPORT, CA US","   56",",,W",,,,,"  128",",,W","   78",",,W","   29",",,W",,," 0228",",,W",,,,,"  180",",,W","  180",",,W","   76",",,W","  116",",,W","    1",",,W",,,,,,,,
"USW00023275","2011-03-03","39.12781","-123.20015","183.7","UKIAH MUNICIPAL AIRPORT, CA US","    5",",,W",,,,,"  167",",,W","   44",",,W","    5",",,W",,," 1631",",,W",,,,,"  320",",,W","  310",",,W","   45",",,W","   63",",,W","    1",",,W",,,,,,,,
"USW00023275","2011-03-04","39.12781","-123.20015","183.7","UKIAH MUNICIPAL AIRPORT, CA US","    0",",,W",,,,,"  167",",,W","    6",",,W","    5",",,W",,," 1422",",,W",,,,,"  290",",,W","  300",",,W","   63",",,W","   81",",,W",,,,,,,,,,
"USW00023275","2011-03-05","39.12781","-123.20015","183.7","UKIAH MUNICIPAL AIRPORT, CA US","   43",",,W",,,,,"  156",",,W","   72",",,W","    1",",,W",,," 1729",",,W",,,,,"  190",",,W","  360",",,W","   22",",,W","   27",",,W","    1",",,W",,,,,,,,
"USW00023275","2011-03-06","39.12781","-123.20015","183.7","UKIAH MUNICIPAL AIRPORT, CA US","  135",",,W",,,,,"  150",",,W","   94",",,W","   17",",,W",,," 2357",",,W",,,,,"  310",",,W","  310",",,W","   63",",,W","   94",",,W","    1",",,W",,,,,,,,
"USW00023275","2011-03-07","39.12781","-123.20015","183.7","UKIAH MUNICIPAL AIRPORT, CA US","   23",",,W",,,,,"  122",",,W","   56",",,W","   26",",,W",,," 0305",",,W",,,,,"  310",",,W","  300",",,W","   89",",,W","  130",",,W","    1",",,W",,,,,,,,
"USW00023275","2011-03-08","39.12781","-123.20015","183.7","UKIAH MUNICIPAL AIRPORT, CA US","   15",",,W",,,,,"  133",",,W","   67",",,W","    3",",,W",,," 1821",",,W",,,,,"   10",",,W","   10",",,W","   31",",,W","   40",",,W","    1",",,W",,,,,,,,
"USW00023275","2011-03-09","39.12781","-123.20015","183.7","UKIAH MUNICIPAL AIRPORT, CA US","    0",",,W",,,,,"  194",",,W","   72",",,W","   14",",,W",,," 1407",",,W",,,,,"  120",",,W","  110",",,W","   58",",,W","   72",",,W",,,,,,,,,,
"USW00023275","2011-03-10","39.12781","-123.20015","183.7","UKIAH MUNICIPAL AIRPORT, CA US","   53",",,W",,,,,"  150",",,W","   56",",,W","   17",",,W",,," 1316",",,W",,,,,"  320",",,W","  350",",,W","   63",",,W","   89",",,W","    1",",,W",,,,,,,,
"USW00023275","2011-03-11","39.12781","-123.20015","183.7","UKIAH MUNICIPAL AIRPORT, CA US","    0",",,W",,,,,"  161",",,W","   28",",,W","   11",",,W",,," 1315",",,W",,,,,"  320",",,W","  340",",,W","   54",",,W","   72",",,W","    1",",,W",,,,,,,,
"USW00023275","2011-03-12","39.12781","-123.20015","183.7","UKIAH MUNICIPAL AIRPORT, CA US","    0",",,W",,,,,"  144",",,W","   39",",,W","    7",",,W",,," 1313",",,W",,,,,"  200",",,W","  190",",,W","   45",",,W","   63",",,W",,,,,,,,,,
"USW00023275","2011-03-13","39.12781","-123.20015","183.7","UKIAH MUNICIPAL AIRPORT, CA US","  173",",,W",,,,,"  128",",,W","   83",",,W","   25",",,W",,," 1132",",,W",,,,,"  270",",,W","  140",",,W","   67",",,W","  103",",,W","    1",",,W",,,,,,,,
"USW00023275","2011-03-14","39.12781","-123.20015","183.7","UKIAH MUNICIPAL AIRPORT, CA US","    0",",,W",,,,,"  156",",,W","   78",",,W","    6",",,W",,," 2357",",,W",,,,,"  140",",,W","  150",",,W","   40",",,W","   58",",,W","    1",",,W",,,,,,,,
"USW00023275","2011-03-15","39.12781","-123.20015","183.7","UKIAH MUNICIPAL AIRPORT, CA US","  300",",,W",,,,,"  122",",,W","  100",",,W","   26",",,W",,," 0245",",,W",,,,,"  170",",,W","  170",",,W","   67",",,W","   98",",,W","    1",",,W",,,,,,,,
"USW00023275","2011-03-16","39.12781","-123.20015","183.7","UKIAH MUNICIPAL AIRPORT, CA US","   66",",,W",,,,,"  139",",,W","   39",",,W","   24",",,W",,," 1301",",,W",,,,,"  320",",,W","  330",",,W","   89",",,W","  112",",,W","    1",",,W",,,,,,,,
"USW00023275","2011-03-17","39.12781","-123.20015","183.7","UKIAH MUNICIPAL AIRPORT, CA US","  102",",,W",,,,,"  100",",,W","   11",",,W","   21",",,W",,," 1301",",,W",,,,,"  150",",,W","  140",",,W","   67",",,W","   89",",,W","    1",",,W",,,,,,,,
"USW00023275","2011-03-18","39.12781","-123.20015","183.7","UKIAH MUNICIPAL AIRPORT, CA US","  373",",,W",,,,,"  106",",,W","   39",",,W","   16",",,W",,," 1714",",,W",,,,,"  240",",,W","  190",",,W","   89",",,W","  112",",,W","    1",",,W",,,"    1",",,W",,,,
"USW00023275","2011-03-19","39.12781","-123.20015","183.7","UKIAH MUNICIPAL AIRPORT, CA US","  229",",,W",,,,,"   78",",,W","   39",",,W","   32",",,W",,," 2357",",,W",,,,,"  120",",,W","  130",",,W","   76",",,W","  116",",,W","    1",",,W",,,,,,,,
"USW00023275","2011-03-20","39.12781","-123.20015","183.7","UKIAH MUNICIPAL AIRPORT, CA US","  168",",,W",,,,,"   89",",,W","   39",",,W","   36",",,W",,," 0213",",,W",,,,,"  150",",,W","  130",",,W","  139",",,W","  201",",,W","    1",",,W",,,,,,,,
"USW00023275","2011-03-21","39.12781","-123.20015","183.7","UKIAH MUNICIPAL AIRPORT, CA US","    8",",,W",,,,,"  128",",,W","   44",",,W","   19",",,W",,," 1337",",,W",,,,,"  320",",,W","  320",",,W","   81",",,W","  125",",,W","    1",",,W",,,,,,,,
"USW00023275","2011-03-22","39.12781","-123.20015","183.7","UKIAH MUNICIPAL AIRPORT, CA US","   41",",,W",,,,,"  128",",,W","   28",",,W","   24",",,W",,," 1652",",,W",,,,,"  160",",,W","  180",",,W","   81",",,W","  107",",,W","    1",",,W",,,,,,,,
"USW00023275","2011-03-23","39.12781","-123.20015","183.7","UKIAH MUNICIPAL AIRPORT, CA US","  302",",,W",,,,,"  117",",,W","   67",",,W","   28",",,W",,," 1115",",,W",,,,,"  140",",,W","  140",",,W","   81",",,W","  103",",,W","    1",",,W",,,,,,,,
"USW00023275","2011-03-24","39.12781","-123.20015","183.7","UKIAH MUNICIPAL AIRPORT, CA US","  551",",,W",,,,,"   94",",,W","   33",",,W","   32",",,W",,," 0617",",,W",,,,,"  150",",,W","  160",",,W","   94",",,W","  130",",,W","    1",",,W",,,,,,,,
"USW00023275","2011-03-25","39.12781","-123.20015","183.7","UKIAH MUNICIPAL AIRPORT, CA US","  147",",,W",,,,,"  111",",,W","   56",",,W","   24",",,W",,," 1219",",,W",,,,,"  210",",,W","  280",",,W","   67",",,W","   94",",,W","    1",",,W",,,,,,,,
"USW00023275","2011-03-26","39.12781","-123.20015","183.7","UKIAH MUNICIPAL AIRPORT, CA US","  102",",,W",,,,,"  117",",,W","   61",",,W","   21",",,W",,," 1338",",,W",,,,,"  320",",,W","  270",",,W","   72",",,W","  107",",,W","    1",",,W",,,,,,,,
"USW00023275","2011-03-27","39.12781","-123.20015","183.7","UKIAH MUNICIPAL AIRPORT, CA US","   20",",,W",,,,,"  111",",,W","   56",",,W","   22",",,W",,," 1655",",,W",,,,,"  320",",,W","  320",",,W","   76",",,W","   98",",,W","    1",",,W",,,,,,,,
"USW00023275","2011-03-28","39.12781","-123.20015","183.7","UKIAH MUNICIPAL AIRPORT, CA US","    0",",,W",,,,,"  172",",,W","   33",",,W","   19",",,W",,," 1724",",,W",,,,,"  300",",,W","  300",",,W","   67",",,W","   98",",,W",,,,,,,,,,
"USW00023275","2011-03-29","39.12781","-123.20015","183.7","UKIAH MUNICIPAL AIRPORT, CA US","    0",",,W",,,,,"  194",",,W","   50",",,W","   22",",,W",,," 1825",",,W",,,,,"  320",",,W","  310",",,W","   63",",,W","   89",",,W",,,,,,,,,,
"USW00023275","2011-03-30","39.12781","-123.20015","183.7","UKIAH MUNICIPAL AIRPORT, CA US","    0","T,,W",,,,,"  267",",,W","   78",",,W","   17",",,W",,," 1425",",,W",,,,,"  300",",,W","  290",",,W","   72",",,W","   94",",,W",,,,,,,"    1",",,W",,
